ID	V1	V2	V3	V4	V5
126	25.998451	34.576508	-2.568561	0.198798	403.494873
127	26.570028	35.265377	-2.498961	0.07	403.434692
128	26.87245	35.917725	-2.440214	0.055488	403.112549
129	26.855946	36.325478	-2.375335	-0.050015	402.846619
130	27.008436	36.592487	-2.339457	0.266231	402.645325
131	27.451048	36.866722	-2.356309	-0.455793	402.384583
132	27.682747	37.080692	-2.311001	-0.155092	402.550049
133	28.566866	38.022312	-2.29671	0.054262	402.972168
134	28.858711	38.956081	-2.256649	0.435036	403.229187
135	28.777899	39.478214	-2.217773	0.182432	403.527374
136	29.089491	39.985802	-2.172914	0.366648	404.166229
137	29.182577	40.462673	-2.12936	0.691366	403.95575
138	29.929426	41.061062	-2.080867	1.020633	403.933472
139	30.513201	41.75441	-2.029129	0.874293	403.194763
140	31.044155	42.266884	-1.974104	1.281869	403.320862
141	31.032436	42.575253	-1.909464	1.125318	403.882904
142	31.222628	42.911758	-1.853306	1.072277	403.654663
143	31.708311	43.367188	-1.792969	1.354341	403.547058
144	32.111343	43.818684	-1.732984	1.31028	403.601929
145	32.457272	44.469227	-1.676025	1.178035	402.700317
146	32.786861	44.866131	-1.597111	1.105543	401.727295
147	32.973446	45.132191	-1.520171	0.052785	400.548615
148	32.853222	45.319809	-1.444785	0.503969	400.123627
149	32.529148	45.350193	-1.418128	0.424441	381.566803
150	31.233921	45.780876	-1.423561	-1.012809	84.988548
151	31.552483	45.750877	-1.461981	0.113786	402.53418
152	32.000034	45.214321	-1.485153	-0.07582	400.246948
153	31.947027	44.676655	-1.46519	0.061705	400.837891
154	31.955458	45.145969	-1.400635	-0.69676	401.594696
155	32.069016	45.70311	-1.436153	-0.569639	401.669617
156	32.209488	46.092392	-1.416578	0.140125	401.668976
157	32.49464	46.520367	-1.376567	-0.111061	401.436768
158	33.221596	46.460869	-1.417378	0.064294	402.02356
159	34.038101	46.555042	-1.501179	-0.063157	401.983154
160	33.822472	46.631149	-1.607161	-0.165482	401.557007
161	32.967445	46.766697	-1.656182	-1.775941	401.841248
162	33.017334	47.214088	-1.63472	-1.913279	403.207214
163	33.845566	47.149532	-1.593636	-1.737872	402.24115
164	32.250389	44.917229	-1.554536	-0.933493	401.856903
165	30.84417	42.306046	-1.577387	-1.441208	402.642609
166	29.901407	40.934048	-1.566298	-0.771689	403.383209
167	29.381336	40.040714	-1.564868	-0.192071	404.1427
168	29.401468	39.383739	-1.511921	-0.542497	406.113281
169	29.169752	38.768295	-1.461392	-0.157289	404.651337
170	28.612719	38.187672	-1.455822	0.371979	403.177704
171	28.05332	37.473389	-1.389614	-0.300946	403.122559
172	27.151199	36.135288	-1.521754	-0.749798	403.263245
173	26.556011	35.033485	-1.639234	-0.239099	403.953583
174	25.478226	33.873314	-1.736646	-0.773358	403.849487
175	26.036417	33.30291	-1.81246	-0.928717	404.698578
176	26.071728	32.757206	-1.861968	-1.454203	405.041809
177	25.064135	32.7631	-1.837209	-1.608387	404.705048
178	24.364143	32.875755	-1.763575	-1.936785	404.843018
179	24.272047	32.676399	-1.687472	-0.651538	405.292206
180	24.248821	32.299282	-1.606243	-0.864544	405.83963
181	23.635061	31.687647	-1.515063	-0.839446	405.642578
182	23.433611	31.094028	-1.433781	-1.608813	405.855682
183	23.276258	30.871099	-1.382546	-1.039874	405.836853
184	23.208412	30.428223	-1.348549	-1.235082	405.655518
185	23.265358	30.214901	-1.241359	-0.032811	406.09201
186	23.288643	29.777594	-1.219062	-1.286173	406.108917
187	22.909964	29.412029	-1.228907	-1.286173	405.828796
188	22.480368	29.065092	-1.238079	-0.62463	405.202332
189	22.178375	28.720709	-1.202966	-1.122263	405.234009
190	21.984829	28.481684	-1.133369	-0.792656	405.044189
191	21.977777	28.137531	-1.153877	-1.1441	404.927765
192	22.077898	27.811859	-1.142124	-0.550344	405.371582
193	22.145491	27.477186	-1.08917	-0.483415	404.932861
194	22.772352	27.25658	-1.144492	-0.14276	405.013397
195	22.844999	26.982246	-1.137695	-0.364292	404.899719
196	23.319864	26.729118	-1.131393	0.287189	404.87149
197	22.42174	26.540897	-1.053273	0.072771	404.440277
198	22.532818	26.256399	-1.094925	0.365626	404.311646
199	22.720215	25.997429	-1.126811	0.051349	404.043701
200	22.013002	25.69751	-1.100614	-0.409021	403.755646
201	20.996649	25.340971	-1.109998	-0.243838	403.087341
202	21.640881	24.970999	-1.12969	-0.002152	402.459381
203	22.212629	24.333979	-1.186393	-0.566185	402.367737
204	22.628611	24.249035	-1.219352	-0.228113	402.866547
205	22.387814	24.212099	-1.225704	-0.69043	402.558624
206	21.922743	24.172998	-1.22562	0.075809	404.017975
207	21.655819	24.023773	-1.219522	0.207849	401.841919
208	20.302626	23.93181	-1.184826	-1.239843	402.680237
209	20.474003	24.365116	-1.153017	0.359981	403.0961
210	21.615314	24.853607	-1.058492	-0.05446	401.052612
211	20.979946	25.563835	-1.044916	-0.497218	400.090302
212	21.672102	27.083984	-0.979986	-0.332883	399.318939
213	22.698748	28.514261	-0.92925	-0.230098	399.888428
214	23.489445	29.677235	-0.84752	-0.273455	401.436951
215	24.61339	30.880791	-0.704936	0.428683	401.403076
216	24.911945	31.86319	-0.622155	0.244606	401.858887
217	25.350266	32.749798	-0.551101	-0.049081	402.099365
218	25.827251	33.714821	-0.448452	0.086744	402.651245
219	26.18796	34.421387	-0.420177	-0.348264	402.802704
220	26.379564	35.082848	-0.403689	0.076422	402.840973
221	26.950563	35.673489	-0.380627	0.325241	402.919739
222	27.662245	36.580177	-0.251852	0.856092	402.688385
223	28.56036	37.221485	-0.218148	1.430465	403.187958
224	29.462856	37.975815	-0.108574	1.867857	402.91861
225	29.837532	38.68018	0.037603	1.678348	402.754364
226	30.981899	39.375908	0.119056	2.882021	402.664795
227	31.727692	39.958511	0.273716	2.588595	401.644043
228	32.185337	40.631557	0.388246	2.65252	401.857422
229	32.665157	41.211975	0.507631	3.27053	402.39444
230	33.231564	41.80595	0.640372	2.575751	402.211151
231	33.045574	42.128082	0.717086	2.361867	402.792511
232	34.013393	42.545086	0.781574	2.275408	403.678101
233	34.229527	43.183537	0.933185	3.036939	403.496552
234	34.534145	43.685749	1.022293	3.014497	403.360046
235	34.733841	44.075832	1.103652	3.356514	402.318817
236	34.970123	44.543407	1.189907	3.270514	402.118195
237	35.484436	44.951332	1.254241	4.110244	402.485779
238	35.785526	45.423878	1.30095	3.96055	401.721008
239	36.761833	45.949333	1.417094	3.879871	402.031525
240	36.637012	46.38163	1.500335	3.779104	401.961212
241	37.067371	46.708546	1.57913	4.153661	401.593353
242	37.166553	46.600231	1.615285	3.491935	402.11853
243	37.125198	46.580662	1.64578	3.70593	401.319305
244	37.326939	47.010952	1.689164	3.768049	402.03714
245	36.820393	47.103645	1.627538	3.532243	402.497589
246	37.001862	47.020302	1.545013	3.178569	402.547089
247	36.489559	46.833107	1.421353	2.673592	402.838898
248	35.940956	46.629124	1.292685	2.789755	402.859924
249	36.51693	46.949104	1.19001	3.009397	403.386047
250	35.351818	46.377338	1.155569	2.918423	403.005829
251	33.52359	44.763268	1.107742	2.466578	402.060791
252	32.690468	43.62384	1.068104	2.308247	401.88739
253	32.270741	43.0602	1.002322	3.087442	402.147156
254	32.382545	42.734547	0.958377	3.531051	401.999878
255	32.776821	42.825264	1.018824	3.956509	402.518555
256	33.191734	43.056778	0.975819	4.226801	404.174835
257	33.747711	43.749939	1.080862	5.53024	404.597931
258	34.160507	44.163586	1.1981	3.990297	404.671204
259	33.637863	43.768269	1.300175	3.192383	404.658936
260	33.046085	42.826267	1.345249	3.708144	404.94278
261	32.276241	41.85886	1.353834	3.918724	405.671417
262	31.769678	41.084499	1.321573	4.018844	405.431671
263	31.42132	40.414162	1.282934	3.003704	403.757843
264	30.995594	39.693394	1.23467	3.191991	404.86438
265	30.739706	38.994324	1.209512	3.192434	404.3526
266	29.90696	38.385357	1.154751	2.968074	404.289032
267	29.04472	37.4804	1.090669	2.324892	403.6203
268	28.23111	36.336891	0.948089	1.620418	404.447357
269	27.524885	35.297123	0.75616	1.271768	405.37326
270	26.700264	34.379349	0.612452	0.979157	405.638092
271	26.485519	33.691692	0.414635	0.276148	405.314117
272	26.931232	33.65834	0.277122	-0.4739	405.83075
273	26.040419	33.472305	0.060087	-0.429035	405.620056
274	25.926605	33.028542	-0.071068	-0.80601	405.083893
275	24.919764	32.561069	-0.128128	-1.70752	405.905853
276	24.682095	32.152531	-0.26352	-0.151165	405.837494
277	24.881302	31.777735	-0.416941	-0.189022	406.152802
278	25.732546	31.518526	-0.444467	0.69307	406.199799
279	24.339838	31.206003	-0.454499	-0.987907	406.359283
280	23.597673	30.916958	-0.471713	-1.458648	406.290955
281	23.403223	30.543655	-0.450479	-1.32046	406.279694
282	23.31794	30.181942	-0.4561	-0.998212	406.59726
283	23.201859	29.917366	-0.382143	-0.78741	406.180176
284	23.045662	29.475216	-0.306439	-0.855098	406.291229
285	22.783611	29.059036	-0.244992	-0.85745	406.449432
286	22.522326	28.820574	-0.167747	-0.71301	406.668793
287	22.277729	28.532272	-0.079414	-0.6924	406.586761
288	22.03849	28.138807	-0.032967	-0.839776	406.49054
289	21.930511	27.73148	0.004065	-0.877158	406.939728
290	21.820324	27.424885	0.065776	-0.968778	406.634308
291	21.429279	27.20916	0.114439	-1.014393	406.84848
292	21.095249	26.762646	0.110975	-1.659719	406.507782
293	20.8592	26.463997	0.111203	-1.480997	405.577087
294	20.760986	26.207684	0.103453	-1.34291	405.660706
295	20.611931	25.913439	0.106247	-1.86189	405.370728
296	20.370689	25.483953	0.039888	-1.916319	405.168274
297	20.11574	25.097605	-0.051173	-2.119703	403.936951
298	19.80768	24.774181	-0.132693	-2.171364	403.13385
299	19.295956	24.30102	-0.248535	-2.868033	403.055328
300	18.836931	23.584675	-0.453074	-3.158944	402.062134
301	18.624615	23.127459	-0.591189	-3.521933	402.942139
302	18.445904	22.943859	-0.803847	-3.799998	402.80545
303	18.414103	22.803268	-0.977721	-3.824014	401.718109
304	18.573702	23.040895	-1.189646	-4.032482	403.419434
305	18.75005	23.470451	-1.341123	-4.194016	403.410645
306	18.787689	23.894951	-1.529745	-4.340236	403.565033
307	19.142897	24.87718	-1.681527	-4.36432	403.814667
308	20.011446	26.371151	-1.837737	-4.370554	403.16861
309	20.807667	27.539972	-2.00756	-4.34732	402.768219
310	21.443024	28.648914	-2.106775	-4.483773	403.881958
311	22.126833	29.781069	-2.176406	-4.187619	404.29483
312	22.511526	30.81518	-2.252952	-4.048391	403.151306
313	23.039568	31.689638	-2.294905	-4.37399	402.504181
314	23.32041	32.373264	-2.413728	-4.34061	403.018768
315	23.900061	33.320763	-2.393032	-3.778264	402.48288
316	24.827513	33.884827	-2.448254	-3.248058	401.997589
317	25.086813	34.509933	-2.497862	-3.049956	403.183289
318	25.638557	35.12727	-2.572254	-2.891079	403.253784
319	25.917322	35.762894	-2.617426	-2.306794	403.220337
320	26.107819	36.3792	-2.688318	-3.371991	403.204254
321	25.625168	37.120403	-2.719525	-5.618248	403.382935
322	25.776867	37.838341	-2.723304	-4.595408	403.31485
323	26.528418	38.458633	-2.732229	-3.617965	402.551514
324	26.984102	38.941826	-2.743079	-3.460938	402.70929
325	27.744881	39.441017	-2.720063	-2.555664	402.870239
326	28.181953	39.958324	-2.647183	-4.167299	402.984406
327	28.009085	40.416019	-2.627799	-3.097435	404.017303
328	29.029417	40.450054	-2.578693	-1.519917	405.135254
329	28.719793	39.92915	-2.528017	-1.431573	406.013824
330	28.93432	38.689651	-2.505638	-1.40399	402.079895
331	28.779848	37.691601	-2.470669	-0.834473	402.076813
332	29.739491	38.75581	-2.374483	-0.574088	401.866089
333	30.846521	39.745071	-2.343619	-0.92422	402.633453
334	31.150879	40.542683	-2.277647	-1.414517	402.481506
335	31.38291	41.299561	-2.248405	-0.71829	402.227936
336	31.24082	41.797047	-2.249239	-0.288682	402.778717
337	31.126169	42.262032	-2.20141	0.574639	402.223572
338	31.799839	42.803745	-2.097269	0.818157	401.770569
339	32.25909	43.234447	-2.043599	1.031176	400.761505
340	32.32811	43.745491	-1.945778	0.913341	401.029022
341	32.703671	44.13628	-1.8879	0.878815	401.101929
342	33.122829	44.562485	-1.79445	1.048475	401.379486
343	33.163803	44.855385	-1.720465	1.122422	401.184418
344	33.592712	45.282898	-1.697112	1.046659	401.427643
345	34.091831	45.576786	-1.713038	1.140597	401.654419
346	34.402294	45.875927	-1.683274	0.9457	402.22934
347	33.927395	45.76432	-1.721964	0.198958	402.182953
348	33.87648	45.765308	-1.852931	0.391363	402.305786
349	34.461498	45.980179	-1.866489	0.662087	402.358917
350	33.987793	45.611698	-1.978162	-0.126852	402.7547
351	34.309532	45.400543	-2.062438	0.38254	403.012268
352	34.488071	45.995407	-2.161843	-0.123478	403.019501
353	34.126205	45.828331	-2.250108	-0.548556	403.131256
354	32.646687	45.229004	-2.331762	-0.96838	402.667603
355	32.468136	44.127968	-2.444847	-1.565038	402.602692
356	32.505676	43.030018	-2.624665	-2.12672	402.945282
357	31.652712	41.886997	-2.796954	-2.699951	403.288666
358	30.883705	40.880791	-3.024431	-2.816777	403.493408
359	29.113253	39.756977	-3.167713	-3.041123	403.928772
360	28.330532	38.982109	-3.311081	-3.079908	404.308136
361	28.394629	38.61871	-3.434093	-2.914381	404.729462
362	28.657227	38.324276	-3.542424	-2.710954	404.350891
363	28.645557	37.915241	-3.532648	-2.931826	404.052795
364	27.977674	36.995422	-3.613929	-3.072038	404.705994
365	27.809082	36.013657	-3.675741	-3.017873	405.709991
366	27.741938	35.21138	-3.695517	-2.809814	405.749878
367	27.417749	34.677582	-3.718043	-2.929401	405.331635
368	26.181845	33.836216	-3.758573	-3.229986	404.675415
369	25.578823	32.879742	-3.781398	-3.352335	405.256775
370	25.258703	32.122791	-3.803541	-3.478618	405.025177
371	25.032816	31.502811	-3.836392	-3.645373	404.846008
372	24.738787	30.859619	-3.868147	-3.968369	405.23111
373	24.295092	30.36142	-3.897154	-3.900306	405.158661
374	24.07012	29.90122	-3.93553	-4.053791	405.337585
375	23.883587	29.583042	-3.977994	-4.292902	405.477356
376	23.711779	29.339401	-3.990172	-4.420853	405.573853
377	23.30094	29.113218	-4.045904	-4.487043	406.336304
378	22.909197	28.756086	-4.109574	-4.929835	406.147217
379	22.655643	28.226681	-4.142932	-5.132728	406.410278
380	22.121128	27.815777	-4.215826	-5.580413	405.852112
381	21.312466	27.278912	-4.297312	-6.057424	405.748871
382	20.89909	26.759027	-4.31598	-6.202052	405.735291
383	20.722269	26.148472	-4.217521	-6.639446	405.977722
384	20.085762	25.263336	-4.175781	-7.054063	405.922089
385	19.44566	24.114815	-4.145258	-7.394383	405.858002
386	19.059246	23.277468	-4.103697	-7.373058	405.750092
387	18.885321	22.766264	-4.116345	-7.571912	405.387299
388	18.666737	22.523567	-4.077654	-7.552723	405.669006
389	18.317968	22.420927	-4.067826	-7.54826	405.764618
390	18.253616	22.256098	-4.090105	-7.71917	404.823364
391	17.817945	22.022251	-4.055459	-7.771308	404.670563
392	17.473162	21.651789	-4.03386	-7.965298	404.5401
393	17.193922	21.496441	-4.047062	-8.095073	403.402618
394	16.861963	21.067974	-4.04231	-8.237827	402.641083
395	16.486231	20.760134	-3.997258	-8.172029	402.056519
396	16.178122	20.217403	-4.040308	-8.05302	403.584961
397	15.961885	19.63418	-4.036076	-8.327558	403.087708
398	15.609796	19.149624	-4.025039	-8.411956	402.798096
399	15.510288	18.659582	-4.02354	-8.280308	402.395905
400	15.735284	18.906588	-3.996178	-8.29775	404.162537
401	15.847918	19.537773	-3.950229	-8.461897	404.158386
402	16.078579	20.05575	-3.951967	-8.337437	401.13208
403	16.496639	21.101477	-3.925838	-8.038387	400.769165
404	17.200296	22.89645	-3.927398	-7.995959	400.718475
405	18.193167	24.479782	-3.943382	-8.210506	400.849426
406	18.80513	25.709757	-3.915584	-7.811796	402.861694
407	19.285975	26.671717	-3.924492	-8.015	403.484589
408	19.783154	27.453648	-3.944639	-8.056203	403.752075
409	20.322981	28.196226	-3.911752	-8.259612	404.004028
410	20.689329	28.80768	-3.941968	-8.375096	404.012024
411	20.971685	29.609903	-3.89322	-8.251692	403.967346
412	21.230301	30.144936	-3.896518	-8.209136	403.626129
413	21.569155	30.801945	-3.914971	-7.967682	403.203522
414	21.717394	31.435423	-3.899624	-7.813005	404.658081
415	21.925112	32.001583	-3.908498	-7.771836	404.964935
416	22.567247	32.51889	-3.902462	-7.635759	404.249603
417	23.035429	33.178452	-3.924935	-7.100631	404.421967
418	23.124239	33.624496	-3.958235	-7.148154	404.371552
419	23.286121	34.246082	-3.908941	-6.96716	404.119904
420	23.813192	34.784924	-3.897887	-7.263314	404.642303
421	23.872307	35.276604	-3.931051	-7.112995	404.719482
422	24.250347	35.808559	-3.926741	-6.621696	404.135986
423	24.841803	36.344353	-3.911241	-5.814822	404.162659
424	25.05584	36.854885	-3.946056	-5.793361	404.895294
425	25.870993	37.413525	-3.918154	-5.879462	403.93634
426	26.094908	37.60107	-3.96607	-5.646604	403.472351
427	26.236231	38.161915	-3.934729	-5.954255	402.251923
428	26.525419	38.338123	-4.006745	-6.028928	402.90506
429	26.241766	39.003147	-3.908338	-5.771164	403.470734
430	26.343506	38.986946	-3.932822	-6.809826	403.768341
431	26.53937	39.142902	-3.920047	-7.245975	403.457001
432	26.144594	39.232529	-3.942105	-7.61951	403.030792
433	26.191675	39.591797	-3.933493	-7.263824	402.941193
434	26.665192	40.02261	-3.930727	-7.261577	402.873016
435	27.074923	40.438572	-3.935615	-6.259573	402.039734
436	27.221815	40.816978	-3.937097	-6.241398	401.488251
437	27.519733	41.219086	-3.92531	-5.935462	400.988159
438	27.705572	41.483891	-3.884771	-7.71774	401.198578
439	27.739758	41.676365	-3.863957	-7.822765	401.922821
440	27.424322	41.953884	-3.827268	-8.025425	402.68161
441	27.628923	42.240673	-3.832402	-8.154869	403.27533
442	27.767862	42.405945	-3.843194	-8.639007	404.158569
443	28.072685	42.659206	-3.840264	-8.83453	404.303314
444	28.036491	42.804672	-3.834711	-8.541952	404.319397
445	28.002895	43.028656	-3.859021	-7.776721	404.512299
446	27.676497	43.308594	-3.886509	-8.60506	404.652557
447	27.889137	43.485092	-3.891176	-8.593631	404.519348
448	28.004469	43.646069	-3.909401	-8.775783	404.230743
449	28.401321	43.765762	-3.905075	-8.930528	403.813049
450	28.223598	43.89098	-3.933307	-8.675209	403.854675
451	27.929693	43.895535	-3.89586	-9.04126	404.073486
452	27.670927	43.091644	-3.931902	-8.768595	403.999786
453	26.700144	42.115105	-3.921341	-8.776549	404.699585
454	26.022747	41.033707	-3.937803	-9.650441	404.895111
455	25.512598	40.215389	-3.967263	-9.468721	404.998779
456	25.218914	39.479355	-3.948441	-10.334785	405.530029
457	24.94986	38.878326	-3.958865	-9.613962	405.788513
458	24.435108	38.473953	-3.956627	-10.194083	404.082794
459	24.148317	37.996082	-3.971504	-10.299254	402.077667
460	24.176321	37.209393	-3.992437	-10.82021	402.884399
461	23.300838	36.225563	-3.987634	-11.094817	403.597351
462	22.719189	35.01857	-4.012241	-10.992861	403.738678
463	22.041191	33.946129	-4.045121	-11.533334	403.664978
464	21.211477	33.048931	-4.064572	-11.576649	404.697754
465	20.686331	32.381592	-4.011821	-11.009686	404.92157
466	20.477978	31.646114	-4.065598	-10.709085	404.910614
467	20.065559	30.894043	-4.077024	-11.506694	404.860748
468	19.494255	30.248388	-4.037575	-11.661763	405.389252
469	19.002562	29.552757	-4.064521	-12.674021	405.726349
470	18.447704	28.894835	-4.067989	-13.054822	405.922424
471	17.89267	28.278923	-4.064317	-12.900067	406.18219
472	17.51462	27.685644	-4.113781	-12.089259	405.884674
473	17.196154	27.187426	-4.073379	-12.487918	406.063629
474	17.171556	26.64879	-4.120628	-11.597003	406.023712
475	16.998922	26.146938	-4.119646	-11.456812	406.028015
476	16.423414	25.502583	-4.120219	-11.558849	406.627167
477	17.298845	24.916613	-4.167213	-11.824309	406.543915
478	18.034742	24.552786	-4.13962	-11.791112	406.355927
479	17.81213	24.196795	-4.133216	-11.393959	406.325958
480	17.837448	23.871275	-4.071879	-11.488656	406.630737
481	17.170858	23.597536	-4.057078	-11.424254	406.651245
482	17.283192	23.268629	-4.053399	-11.22696	406.679108
483	17.29467	22.929266	-4.032311	-10.973448	406.791229
484	16.928564	22.658062	-4.008176	-10.699803	406.91806
485	14.967529	22.285753	-4.051457	-12.263337	407.181244
486	13.213073	21.898745	-4.038989	-12.282244	406.832977
487	14.451357	21.554384	-4.096478	-10.864359	406.364777
488	15.683088	21.293032	-4.174572	-10.746798	406.521759
